id,employee__id,department,performance_score,year_with_company,salary
740,740,Operations,79.11,16,95049.04
741,741,HR,57.73,50,176199.29
742,742,Finance,36.43,48,71587.41
743,743,Operations,27.33,36,55793.53
744,744,Finance,47.53,23,177069.34
745,745,Finance,20.79,39,59081.08
746,746,Marketing,24.34,21,154134.09
747,747,IT,85.01,4,132754.29
748,748,Finance,66.64,19,137365.47
749,749,Operations,92.43,14,59864.89
750,750,Operations,76.79,38,88013.89
751,751,IT,44.93,45,25502.6
752,752,IT,17.01,40,180351.35
753,753,IT,21.95,9,49677.29
754,754,IT,18.45,1,30032.67
755,755,IT,53.43,38,192579.22
756,756,Finance,57.41,2,155832.03
757,757,Marketing,3.86,15,133919.78
758,758,Operations,0.32,40,155266.88
759,759,Finance,29.07,46,58490.62
760,760,Marketing,47.14,42,31033.86
761,761,Operations,46.19,4,92799.41
762,762,Marketing,67.26,8,174207.7
763,763,Finance,76.05,9,142725.72
764,764,Marketing,93.9,6,74091.24
765,765,HR,66.03,42,135719.08
766,766,Operations,46.49,40,27303.63
767,767,Operations,71.26,21,125158.77
768,768,Marketing,71.07,41,129243.16
769,769,IT,63.18,10,197733.25
770,770,Marketing,18.07,21,136757.88
771,771,Operations,83.77,7,157040.35
772,772,Finance,3.27,49,55209.36
773,773,IT,37.26,41,184262.24
774,774,Finance,97.79,48,163418.13
775,775,Operations,10.14,30,93263.49
776,776,Marketing,22.3,50,128227.18
777,777,Finance,46.32,32,35750.4
778,778,IT,74.47,38,162393.51
779,779,Marketing,20.82,4,195308.95
780,780,Marketing,20.81,13,117055.35
781,781,IT,73.79,47,92375.87
782,782,HR,73.65,33,118813.21
783,783,Finance,20.23,41,69875.01
784,784,HR,91.4,3,68794.54
785,785,IT,6.44,25,43493.27
786,786,Finance,23.39,21,166063.35
787,787,HR,89.23,24,189309.94
788,788,Marketing,81.31,20,84123.56
789,789,Operations,1.25,29,83066.76
790,790,HR,7.57,2,115000.69
791,791,IT,16.66,38,54968.59
792,792,Operations,57.5,46,120206.14
793,793,Operations,76.57,25,102099.62
794,794,Marketing,83.36,16,198533.61
795,795,IT,16.92,17,169909.53
796,796,Operations,56.91,41,111874.12
797,797,Marketing,1.15,39,25111.31
798,798,Operations,65.6,28,102461.14
799,799,Marketing,12.89,19,133956.2
800,800,Finance,96.41,24,142313.12
801,801,Operations,95.06,24,96123.95
802,802,IT,47.54,45,58173.72
803,803,Finance,73.82,35,64087.92
804,804,Finance,27.65,16,91874.36
805,805,IT,9.06,26,36865.26
806,806,HR,18.85,29,199428.95
807,807,Marketing,4.58,48,26142.83
808,808,Marketing,41.31,5,154749.35
809,809,IT,95.86,4,34856.67
810,810,HR,34.95,49,135450.97
811,811,HR,16.45,44,168584.4
812,812,Finance,74.47,43,190403.48
813,813,Operations,54.95,43,72304.53
814,814,Finance,28.71,13,150341.15
815,815,HR,30.35,45,98380.92
816,816,IT,13.15,14,167437.77
817,817,Finance,18.3,30,32358.22
818,818,Finance,26.73,9,186275.01
819,819,Marketing,14.63,17,100639.54
820,820,Finance,96.47,11,106617.51
821,821,IT,80.12,24,56840.97
822,822,Operations,85.99,22,164659.85
823,823,Marketing,85.54,39,69252.64
824,824,Marketing,16.21,39,144641.18
825,825,Marketing,63.82,37,85777.76
826,826,Marketing,83.95,19,190230.28
827,827,Finance,39.99,1,47691.44
828,828,Operations,12.83,39,44557.83
829,829,HR,25.2,10,163967.98
830,830,Operations,34.13,19,38471.46
831,831,Finance,14.95,25,82683.01
832,832,IT,7.08,9,175235.76
833,833,HR,2.95,44,74283.11
834,834,Marketing,7.79,24,35800.47
835,835,HR,25.86,42,28163.37
836,836,Finance,10.3,33,171056.63
837,837,HR,49.43,39,38391.44
838,838,Marketing,91.13,9,104316.97
839,839,IT,58.18,12,176633.57
840,840,Operations,1.72,5,137127.09
841,841,IT,37.81,28,30888.85
842,842,Operations,76.75,26,100832.25
843,843,IT,78.64,40,80285.54
844,844,Finance,48.25,6,84308.67
845,845,Marketing,27.86,38,143972.05
846,846,HR,64.11,37,120313.39
847,847,Finance,39.28,2,187990.76
848,848,HR,87.61,7,77724.61
849,849,Marketing,91.95,34,195047.36
850,850,Finance,68.94,39,71008.68
851,851,Marketing,35.79,16,20040.19
852,852,Operations,87.07,4,172253.64
853,853,IT,11.86,2,117010.21
854,854,HR,0.01,13,47467.68
855,855,Finance,99.09,42,73983.94
856,856,Finance,17.14,24,34133.31
857,857,Finance,8.69,41,139028.85
858,858,Operations,77.31,34,114159.29
859,859,IT,3.72,6,75106.79
860,860,HR,25.9,7,112128.94
861,861,Finance,24.56,5,158803.02
862,862,Operations,96.32,6,41426.06
863,863,Marketing,30.63,8,48000.08
864,864,Marketing,0.77,33,90849.81
865,865,Operations,81.36,31,55976.77
866,866,Finance,99.59,39,180768.69
867,867,HR,74.55,11,196123.94
868,868,HR,38.65,46,42161.96
869,869,IT,84.19,0,40245.49
870,870,IT,46.2,4,99053.92
871,871,Finance,43.19,0,34782.44
872,872,IT,75.48,37,106241.67
873,873,Marketing,79.68,9,168468.12
874,874,Finance,47.6,31,130008.22
875,875,IT,2.81,29,59842.57
876,876,Finance,61.86,46,163971.51
877,877,HR,69.2,22,21858.52
878,878,HR,39.15,24,160820.54
879,879,Operations,93.72,41,143758.68
880,880,Marketing,86.27,6,174198.28
881,881,IT,73.64,9,82289.67
882,882,Marketing,20.16,36,55194.82
883,883,HR,12.74,49,97063.38
884,884,HR,84.84,25,175883.77
885,885,Marketing,54.52,35,148256.97
886,886,Finance,20.03,7,33659.18
887,887,Operations,36.59,34,75444.74
888,888,Operations,58.19,29,59868.82
889,889,HR,5.4,38,198424.03
890,890,IT,18.15,3,132564.2
891,891,HR,60.03,49,191397.21
892,892,Finance,62.39,21,75880.25
893,893,Finance,13.66,34,139312.28
894,894,HR,15.23,14,58021.13
895,895,Finance,40.84,3,159957.0
896,896,Operations,63.92,18,94918.93
897,897,Operations,46.2,46,28082.26
898,898,HR,13.89,22,26523.04
899,899,Operations,3.22,37,96699.18
900,900,Marketing,49.68,9,192328.39
901,901,Marketing,40.72,3,129780.57
902,902,HR,61.44,48,169195.33
903,903,HR,64.14,2,33070.59
904,904,Finance,24.57,40,127273.99
905,905,HR,92.36,16,87198.6
906,906,Marketing,98.62,39,120372.63
907,907,Operations,12.55,47,104686.38
908,908,Finance,61.42,17,58565.03
909,909,Operations,27.3,5,199810.51
910,910,IT,96.3,25,99889.77
911,911,HR,85.92,44,186505.84
912,912,HR,12.43,47,196939.07
913,913,Finance,6.06,48,40745.69
914,914,HR,53.55,42,125905.37
915,915,Finance,82.17,40,169430.11
916,916,Marketing,62.31,0,83172.64
917,917,HR,93.43,22,106019.58
918,918,Operations,66.73,8,194259.53
919,919,Operations,48.32,34,99317.97
920,920,Marketing,17.18,19,22904.38
921,921,Finance,72.52,40,196673.74
922,922,HR,13.92,31,36511.7
923,923,Operations,19.28,7,121294.01
924,924,Finance,24.41,40,94125.16
925,925,IT,51.49,1,81652.8
926,926,IT,94.87,30,195572.85
927,927,IT,43.75,13,108106.47
928,928,Finance,5.49,32,177508.42
929,929,Operations,16.34,10,178659.38
930,930,HR,85.42,48,149969.03
931,931,IT,82.2,33,101242.87
932,932,Finance,39.43,41,194526.68
933,933,Finance,58.5,9,20479.06
934,934,Operations,47.41,37,58352.88
935,935,Marketing,13.85,25,101055.37
936,936,Finance,49.8,2,58587.55
937,937,Marketing,40.67,13,197336.29
938,938,IT,86.52,1,53330.24
939,939,HR,54.83,43,153625.19
940,940,HR,87.61,34,56415.11
941,941,Operations,51.18,8,60016.18
942,942,Finance,84.65,34,89547.15
943,943,Marketing,57.03,1,107537.64
944,944,HR,28.63,4,53227.18
945,945,Marketing,25.81,7,119090.21
946,946,Operations,48.2,26,108505.46
947,947,Marketing,95.01,43,133068.62
948,948,Operations,32.99,23,57548.07
949,949,Marketing,90.28,24,160570.07
950,950,Marketing,76.3,47,170084.45
951,951,Finance,16.48,25,185350.24
952,952,Operations,75.93,14,174272.64
953,953,Finance,43.38,5,124268.35
954,954,Marketing,83.36,34,63425.59
955,955,IT,8.03,27,127114.99
956,956,Operations,75.45,35,29529.25
957,957,IT,59.7,18,131703.17
958,958,IT,90.77,40,73211.99
959,959,Operations,74.13,20,66265.61
960,960,Finance,43.54,39,161668.52
961,961,Marketing,1.96,26,165202.16
962,962,Operations,85.6,12,120032.01
963,963,Marketing,57.57,12,114359.18
964,964,IT,75.49,24,26107.94
965,965,Marketing,26.86,22,89793.16
966,966,HR,62.74,36,29268.69
967,967,IT,92.6,32,55612.24
968,968,HR,88.0,44,185777.64
969,969,Marketing,31.38,12,73341.0
970,970,HR,6.57,11,46412.03
971,971,Finance,23.83,25,192280.47
972,972,Operations,41.37,49,132989.75
973,973,IT,35.59,12,182262.09
974,974,Operations,34.57,6,193295.84
975,975,IT,7.32,7,39634.21
976,976,HR,93.84,19,69259.04
977,977,IT,59.31,18,183818.91
978,978,IT,56.15,30,51312.32
979,979,Marketing,73.24,35,76648.62
980,980,HR,28.54,43,33464.9
981,981,Finance,54.24,20,144680.28
982,982,HR,68.04,36,181372.22
983,983,Finance,78.53,25,31685.04
984,984,IT,19.36,41,121303.26
985,985,HR,34.02,36,89849.78
986,986,Marketing,41.09,25,104268.77
987,987,IT,67.24,21,173512.9
988,988,Finance,71.78,4,113975.36
989,989,Marketing,79.86,6,75327.3
990,990,Finance,5.43,46,136988.05
991,991,Operations,22.02,28,80394.62
992,992,Operations,97.34,32,170941.29
993,993,Marketing,11.93,39,85754.4
994,994,HR,89.61,34,89684.73
995,995,Operations,7.28,14,191234.33
996,996,Operations,68.29,20,116283.43
997,997,Operations,26.95,9,138643.35
998,998,Finance,69.97,27,112156.0
999,999,IT,42.94,9,34501.28
1000,1000,Finance,54.56,38,55877.54
